,CV_1_real,CV_1_pred,CV_2_real,CV_2_pred,CV_3_real,CV_3_pred,CV_4_real,CV_4_pred,CV_5_real,CV_5_pred,MV_1,MV_2,MV_3,MV_4,MV_5
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.01864650148367157,0.011478512897391551,-0.03205526392781523,-0.0019302495467521021,-0.03988521229329639,-0.009760197912233268,-0.02769234726685582,0.0024326671142073032,-0.04812633789737328,-0.018001323516310154,0.011478512897391551,-0.0019302495467521021,-0.009760197912233268,0.0024326671142073032,-0.018001323516310154
2,-0.04471337380040683,-0.016228851497278686,-0.05462369626248891,-0.026139173959360763,-0.07411043891677699,-0.0456560416280299,-0.057892828379449875,-0.02943843109070279,-0.059842885450895784,-0.03141861317652976,-0.016228851497278686,-0.026139173959360763,-0.0456560416280299,-0.02943843109070279,-0.03141861317652976
3,-0.008876500691588124,0.0023115749371658226,-0.01717577280852621,-0.005987636929743486,-0.03393473585948799,-0.022805028767303157,-0.03193269290879437,-0.02080301594162394,-0.018076209783487722,-0.007004991727929576,0.0023115749371658226,-0.005987636929743486,-0.022805028767303157,-0.02080301594162394,-0.007004991727929576
4,-0.009233787171931362,0.01513922959507644,-0.02452675774499202,-0.00015356411138235876,-0.03039695178941692,-0.00609302453568936,-0.03670070083563408,-0.012396861985082445,-0.020526554919284585,0.003707929178334039,0.01513922959507644,-0.00015356411138235876,-0.00609302453568936,-0.012396861985082445,0.003707929178334039
5,0.015618683783450526,0.024941420584847405,-0.009416511002195935,-9.34595089942166e-05,-0.0193176559773008,-0.010087828547798923,-0.01862956848967809,-0.009399898287625757,-0.012590987174264516,-0.0034546981450141465,0.024941420584847405,-9.34595089942166e-05,-0.010087828547798923,-0.009399898287625757,-0.0034546981450141465
6,-0.02425494309671008,0.009757134770224905,-0.04541429611715497,-0.011401718369410225,-0.06173948490420177,-0.02782889508473222,-0.048414659504522714,-0.014504319350073912,-0.04958901068026955,-0.015780907844251905,0.009757134770224905,-0.011401718369410225,-0.02782889508473222,-0.014504319350073912,-0.015780907844251905
7,-0.027086952393518826,0.0284863846427649,-0.05241215513652146,0.0031618837560797117,-0.05161304888695009,0.0038256011769820034,-0.07342214129869588,-0.01798384163856208,-0.0364338548985005,0.018868706052046564,0.0284863846427649,0.0031618837560797117,0.0038256011769820034,-0.01798384163856208,0.018868706052046564
8,-0.035305184799506555,-0.0011519707089793219,-0.05628020714393254,-0.022126023228427383,-0.05592681590094794,-0.021962782871484975,-0.08103975996036235,-0.04707621096993576,-0.022278391457495734,0.01149452347799946,-0.0011519707089793219,-0.022126023228427383,-0.021962782871484975,-0.04707621096993576,0.01149452347799946
9,-0.008769513450546218,0.0023410949661987635,-0.029353186715154606,-0.018241232053576584,-0.02250722702642497,-0.011618437015274312,-0.05983342421359513,-0.048945305969554674,0.012458788883506697,0.023123072058974917,0.0023410949661987635,-0.018241232053576584,-0.011618437015274312,-0.048945305969554674,0.023123072058974917
10,-0.018858935533950585,0.0025078667173543336,-0.02707753376194715,-0.005708944325547244,-0.011443159578171288,0.00969249156656452,-0.06468007068037314,-0.04354531110450283,0.02539554352040426,0.04629647524838361,0.0025078667173543336,-0.005708944325547244,0.00969249156656452,-0.04354531110450283,0.04629647524838361
11,-0.00853936878787927,0.01106035974007902,-0.01428705331173202,0.0053149211231042015,0.004898024407371864,0.02424708869524135,-0.057411875920296694,-0.038063931675680056,0.032253513785795836,0.05134743073232458,0.01106035974007902,0.0053149211231042015,0.02424708869524135,-0.038063931675680056,0.05134743073232458
12,0.0011305492832496267,0.03823368946250545,-0.005139675323463412,0.03196620759062426,0.02875953799672474,0.06559442512442902,-0.06121908208674715,-0.024385562303513922,0.03787839431781075,0.0744395549650117,0.03823368946250545,0.03196620759062426,0.06559442512442902,-0.024385562303513922,0.0744395549650117
13,-0.03436820583089284,0.006462191932406713,-0.03703845062773101,0.00379522087899312,-0.004230876580415349,0.036296317856339244,-0.08133232456392929,-0.04080676161866907,0.011088992961292673,0.05130645268328669,0.006462191932406713,0.00379522087899312,0.036296317856339244,-0.04080676161866907,0.05130645268328669
14,-0.042758034781989196,-0.001289141594775104,-0.04864487318985303,-0.0071721064161467596,-0.025335505620514783,0.015791787631883117,-0.08176021226514187,-0.04063484880775219,-0.014681561281517836,0.026096405797215234,-0.001289141594775104,-0.0071721064161467596,0.015791787631883117,-0.04063484880775219,0.026096405797215234
15,-0.04102033258998958,-0.00511076654078896,-0.04073853997626882,-0.004824424908813522,-0.016266301518313684,0.019262938158395915,-0.07131525639204181,-0.03578828231395256,-0.005327285254232553,0.029812556660319664,-0.00511076654078896,-0.004824424908813522,0.019262938158395915,-0.03578828231395256,0.029812556660319664
16,0.001486535466651959,0.012313170508903827,-0.0019387906530032948,0.008893144935564899,0.03146791808275774,0.041881371134437614,-0.04112243457229697,-0.03071162063998825,0.03805214566240024,0.04804184897692216,0.012313170508903827,0.008893144935564899,0.041881371134437614,-0.03071162063998825,0.04804184897692216
17,0.015163490150408734,0.010963790648245791,0.011402152206475693,0.00720856898017154,0.048763865342039,0.04414347587705234,-0.03217515931955716,-0.03679859315750895,0.052540756126268975,0.04748748528803074,0.010963790648245791,0.00720856898017154,0.04414347587705234,-0.03679859315750895,0.04748748528803074
18,0.015834940249995304,0.010141172570753377,0.006565691489162259,0.0008788691920117598,0.056042553017663595,0.049935675830586106,-0.04409099297409765,-0.05020132607737285,0.062190395178515476,0.05565656784318157,0.010141172570753377,0.0008788691920117598,0.049935675830586106,-0.05020132607737285,0.05565656784318157
19,0.059248844013769245,0.03201689627859229,0.045417627057457374,0.01819343698249958,0.10861760072587409,0.08098155942316013,-0.013299703144274123,-0.04093960308837099,0.1086719437116839,0.08061635382898578,0.03201689627859229,0.01819343698249958,0.08098155942316013,-0.04093960308837099,0.08061635382898578
20,0.008939821592753062,0.011289553833151751,-0.0014459314806403237,0.0009123510314841673,0.057374084858110165,0.059350207540901125,-0.05769096435318337,-0.05571909280948814,0.06334838024384501,0.06493386448870693,0.011289553833151751,0.0009123510314841673,0.059350207540901125,-0.05571909280948814,0.06493386448870693
21,0.046178279997629613,0.0024521307292771767,0.03462131205800173,-0.009095556891716268,0.08615352755275019,0.0420544291510299,-0.0195780583678967,-0.06368176874118345,0.09073864189927622,0.04624811788113822,0.0024521307292771767,-0.009095556891716268,0.0420544291510299,-0.06368176874118345,0.04624811788113822
22,-0.006673659673237214,0.00892446760357552,-0.01607985378949775,-0.0004717189405753358,0.038608993684089155,0.05388090465832395,-0.07285826202710582,-0.05759132210987745,0.04189343251208992,0.056819209721641034,0.00892446760357552,-0.0004717189405753358,0.05388090465832395,-0.05759132210987745,0.056819209721641034
